Cancer,Articles,Country,ASR,Norm_articles
Cervical cancer,1,Lithuania,13.7,0.34552136928736565
Colon cancer,2,Lithuania,12.9,0.6910427385747313
Colorectal cancer,3,Lithuania,21.8,1.0365641078620969
Esophageal cancer,0,Lithuania,4.3,0.0
Gallbladder cancer,0,Lithuania,0.71,0.0
Hodgkin lymphoma,0,Lithuania,1.8,0.0
Kaposi sarcoma,0,Lithuania,0.09,0.0
Kidney cancer,0,Lithuania,11.6,0.0
Laryngeal cancer,0,Lithuania,3.6,0.0
Leukemia,1,Lithuania,8.5,0.34552136928736565
Liver cancer,0,Lithuania,4.9,0.0
Lung cancer,0,Lithuania,24.2,0.0
Mesothelioma,0,Lithuania,0.12,0.0
Mouth cancer,0,Lithuania,5.1,0.0
Multiple myeloma,2,Lithuania,2.9,0.6910427385747313
Non-Hodgkin lymphoma,0,Lithuania,5.8,0.0
Ovarian cancer,0,Lithuania,12.8,0.0
Pancreatic cancer,5,Lithuania,8.5,1.7276068464368282
Penile cancer,0,Lithuania,1.1,0.0
Prostate cancer,6,Lithuania,135.0,2.0731282157241937
Rectal cancer,7,Lithuania,8.4,2.4186495850115595
Salivary gland cancer,0,Lithuania,0.64,0.0
Skin cancer,1,Lithuania,9.6,0.34552136928736565
Stomach cancer,1,Lithuania,11.7,0.34552136928736565
Testicular cancer,0,Lithuania,2.7,0.0
Throat cancer,0,Lithuania,4.99,0.0
Thyroid cancer,1,Lithuania,8.8,0.34552136928736565
Uterine cancer,0,Lithuania,21.8,0.0
Vaginal cancer,0,Lithuania,0.33,0.0
Vulvar cancer,0,Lithuania,0.95,0.0
Anal cancer,1,Greece,0.85,0.09614718980993624
Bladder cancer,30,Greece,18.1,2.884415694298087
Brain cancer,8,Greece,6.5,0.7691775184794899
Breast cancer,207,Greece,82.4,19.902468290656802
Cervical cancer,13,Greece,5.5,1.249913467529171
Colon cancer,10,Greece,22.0,0.9614718980993624
Colorectal cancer,82,Greece,26.8,7.884069564414771
Esophageal cancer,1,Greece,0.93,0.09614718980993624
Gallbladder cancer,1,Greece,0.29,0.09614718980993624
Hodgkin lymphoma,3,Greece,1.8,0.2884415694298087
Kaposi sarcoma,1,Greece,0.1,0.09614718980993624
Kidney cancer,10,Greece,8.2,0.9614718980993624
Laryngeal cancer,3,Greece,3.5,0.2884415694298087
Leukemia,40,Greece,8.8,3.8458875923974496
Liver cancer,18,Greece,5.4,1.7306494165788522
Lung cancer,18,Greece,31.3,1.7306494165788522
Mesothelioma,7,Greece,0.31,0.6730303286695537
Mouth cancer,0,Greece,2.9,0.0
Multiple myeloma,75,Greece,2.7,7.2110392357452175
Non-Hodgkin lymphoma,5,Greece,7.4,0.4807359490496812
Ovarian cancer,50,Greece,8.9,4.807359490496812
Pancreatic cancer,26,Greece,7.9,2.499826935058342
Penile cancer,0,Greece,1.3,0.0
Prostate cancer,41,Greece,51.4,3.9420347822073856
Rectal cancer,12,Greece,3.9,1.1537662777192348
Salivary gland cancer,0,Greece,0.4,0.0
Skin cancer,27,Greece,12.0,2.5959741248682784
Stomach cancer,4,Greece,6.3,0.38458875923974495
Testicular cancer,1,Greece,9.1,0.09614718980993624
Throat cancer,0,Greece,1.39,0.0
Thyroid cancer,10,Greece,5.7,0.9614718980993624
Uterine cancer,2,Greece,18.6,0.19229437961987247
Vaginal cancer,0,Greece,0.14,0.0
Vulvar cancer,0,Greece,1.0,0.0
Anal cancer,0,Cameroon,0.68,0.0
Bladder cancer,0,Cameroon,1.4,0.0
Brain cancer,0,Cameroon,0.51,0.0
Breast cancer,0,Cameroon,48.6,0.0
Cervical cancer,1,Cameroon,33.1,0.03396470666194285
Colon cancer,0,Cameroon,3.2,0.0
Colorectal cancer,0,Cameroon,6.3,0.0
Esophageal cancer,0,Cameroon,1.3,0.0
Gallbladder cancer,0,Cameroon,0.19,0.0
Hodgkin lymphoma,0,Cameroon,0.54,0.0
Kaposi sarcoma,0,Cameroon,6.2,0.0
Kidney cancer,0,Cameroon,0.84,0.0
Laryngeal cancer,0,Cameroon,0.28,0.0
Leukemia,0,Cameroon,1.8,0.0
Liver cancer,0,Cameroon,5.8,0.0
Lung cancer,0,Cameroon,3.1,0.0
Mesothelioma,0,Cameroon,0.05,0.0
Mouth cancer,0,Cameroon,1.7,0.0
Multiple myeloma,0,Cameroon,0.78,0.0
Non-Hodgkin lymphoma,0,Cameroon,7.8,0.0
Ovarian cancer,0,Cameroon,5.9,0.0
Pancreatic cancer,0,Cameroon,1.4,0.0
Penile cancer,0,Cameroon,0.11,0.0
Prostate cancer,0,Cameroon,38.6,0.0
Rectal cancer,0,Cameroon,2.4,0.0
Salivary gland cancer,0,Cameroon,1.3,0.0
Skin cancer,0,Cameroon,3.2,0.0
Stomach cancer,0,Cameroon,3.5,0.0
Testicular cancer,0,Cameroon,0.36,0.0
Throat cancer,0,Cameroon,4.24,0.0
Thyroid cancer,0,Cameroon,0.75,0.0
Uterine cancer,0,Cameroon,2.9,0.0
Vaginal cancer,0,Cameroon,0.59,0.0
Vulvar cancer,0,Cameroon,0.87,0.0
Anal cancer,0,Nigeria,1.3,0.0
Bladder cancer,1,Nigeria,1.5,0.004468275245755138
Brain cancer,0,Nigeria,1.1,0.0
Breast cancer,8,Nigeria,51.5,0.035746201966041107
Cervical cancer,7,Nigeria,26.2,0.03127792672028597
Colon cancer,0,Nigeria,3.4,0.0
Colorectal cancer,0,Nigeria,7.5,0.0
Esophageal cancer,0,Nigeria,0.59,0.0
Gallbladder cancer,1,Nigeria,0.27,0.004468275245755138
Hodgkin lymphoma,0,Nigeria,1.7,0.0
Kaposi sarcoma,0,Nigeria,1.0,0.0
Kidney cancer,0,Nigeria,0.93,0.0
Laryngeal cancer,0,Nigeria,0.79,0.0
Leukemia,3,Nigeria,2.1,0.013404825737265416
Liver cancer,1,Nigeria,4.2,0.004468275245755138
Lung cancer,1,Nigeria,1.7,0.004468275245755138
Mesothelioma,0,Nigeria,0.04,0.0
Mouth cancer,0,Nigeria,1.4,0.0
Multiple myeloma,0,Nigeria,0.98,0.0
Non-Hodgkin lymphoma,0,Nigeria,4.0,0.0
Ovarian cancer,0,Nigeria,4.2,0.0
Pancreatic cancer,0,Nigeria,1.3,0.0
Penile cancer,0,Nigeria,0.02,0.0
Prostate cancer,2,Nigeria,41.2,0.008936550491510277
Rectal cancer,0,Nigeria,2.8,0.0
Salivary gland cancer,0,Nigeria,0.83,0.0
Skin cancer,0,Nigeria,3.02,0.0
Stomach cancer,0,Nigeria,1.8,0.0
Testicular cancer,0,Nigeria,1.4,0.0
Throat cancer,0,Nigeria,1.45,0.0
Thyroid cancer,0,Nigeria,1.0,0.0
Uterine cancer,0,Nigeria,3.0,0.0
Vaginal cancer,0,Nigeria,0.28,0.0
Vulvar cancer,0,Nigeria,1.9,0.0
Anal cancer,0,Croatia,0.48,0.0
Bladder cancer,3,Croatia,11.7,0.77726530085608
Brain cancer,1,Croatia,6.5,0.2590884336186933
Breast cancer,13,Croatia,74.6,3.3681496370430133
Cervical cancer,4,Croatia,8.3,1.0363537344747733
Colon cancer,1,Croatia,24.5,0.2590884336186933
Colorectal cancer,8,Croatia,41.1,2.0727074689495466
Esophageal cancer,1,Croatia,2.3,0.2590884336186933
Gallbladder cancer,0,Croatia,1.5,0.0
Hodgkin lymphoma,3,Croatia,2.2,0.77726530085608
Kaposi sarcoma,0,Croatia,0.08,0.0
Kidney cancer,1,Croatia,10.3,0.2590884336186933
Laryngeal cancer,0,Croatia,3.1,0.0
Leukemia,9,Croatia,8.8,2.33179590256824
Liver cancer,2,Croatia,5.2,0.5181768672373867
Lung cancer,2,Croatia,37.1,0.5181768672373867
Mesothelioma,0,Croatia,0.99,0.0
Mouth cancer,0,Croatia,3.3,0.0
Multiple myeloma,1,Croatia,3.9,0.2590884336186933
Non-Hodgkin lymphoma,3,Croatia,10.2,0.77726530085608
Ovarian cancer,1,Croatia,10.7,0.2590884336186933
Pancreatic cancer,1,Croatia,7.3,0.2590884336186933
Penile cancer,0,Croatia,0.87,0.0
Prostate cancer,1,Croatia,69.5,0.2590884336186933
Rectal cancer,0,Croatia,16.1,0.0
Salivary gland cancer,0,Croatia,0.61,0.0
Skin cancer,5,Croatia,19.3,1.2954421680934667
Stomach cancer,0,Croatia,9.4,0.0
Testicular cancer,0,Croatia,11.3,0.0
Throat cancer,0,Croatia,3.79,0.0
Thyroid cancer,0,Croatia,14.0,0.0
Uterine cancer,1,Croatia,17.9,0.2590884336186933
Vaginal cancer,0,Croatia,0.36,0.0
Vulvar cancer,1,Croatia,1.6,0.2590884336186933
Anal cancer,0,Eswatini,0.85,0.0
Bladder cancer,0,Eswatini,1.1,0.0
Brain cancer,0,Eswatini,0.47,0.0
Breast cancer,1,Eswatini,26.2,0.8093568122348851
Cervical cancer,0,Eswatini,95.9,0.0
Colon cancer,0,Eswatini,2.5,0.0
Colorectal cancer,0,Eswatini,4.9,0.0
Esophageal cancer,0,Eswatini,1.9,0.0
Gallbladder cancer,0,Eswatini,0.0,0.0
Hodgkin lymphoma,0,Eswatini,0.6,0.0
Kaposi sarcoma,0,Eswatini,8.8,0.0
Kidney cancer,0,Eswatini,0.51,0.0
Laryngeal cancer,0,Eswatini,0.27,0.0
Leukemia,0,Eswatini,1.2,0.0
Liver cancer,0,Eswatini,4.0,0.0
Lung cancer,0,Eswatini,4.1,0.0
Mesothelioma,0,Eswatini,0.0,0.0
Mouth cancer,0,Eswatini,1.1,0.0
Multiple myeloma,0,Eswatini,0.56,0.0
Non-Hodgkin lymphoma,0,Eswatini,3.1,0.0
Ovarian cancer,0,Eswatini,3.0,0.0
Pancreatic cancer,0,Eswatini,1.4,0.0
Penile cancer,0,Eswatini,6.8,0.0
Prostate cancer,0,Eswatini,41.0,0.0
Rectal cancer,0,Eswatini,1.5,0.0
Salivary gland cancer,0,Eswatini,0.0,0.0
Skin cancer,0,Eswatini,4.5600000000000005,0.0
Stomach cancer,0,Eswatini,1.3,0.0
Testicular cancer,0,Eswatini,0.0,0.0
Throat cancer,0,Eswatini,0.35,0.0
Thyroid cancer,0,Eswatini,0.66,0.0
Uterine cancer,0,Eswatini,0.58,0.0
Vaginal cancer,0,Eswatini,0.73,0.0
Vulvar cancer,0,Eswatini,5.1,0.0
Anal cancer,3,Switzerland,1.4,0.33086493387554006
Bladder cancer,33,Switzerland,14.7,3.639514272630941
Brain cancer,55,Switzerland,5.6,6.065857121051568
Breast cancer,183,Switzerland,77.4,20.182760966407944
Cervical cancer,15,Switzerland,4.1,1.6543246693777005
Colon cancer,15,Switzerland,15.7,1.6543246693777005
Colorectal cancer,43,Switzerland,26.3,4.742397385549408
Esophageal cancer,11,Switzerland,3.1,1.2131714242103135
Gallbladder cancer,1,Switzerland,0.65,0.1102883112918467
Hodgkin lymphoma,8,Switzerland,2.9,0.8823064903347736
Kaposi sarcoma,0,Switzerland,0.19,0.0
Kidney cancer,5,Switzerland,5.8,0.5514415564592334
Laryngeal cancer,0,Switzerland,1.3,0.0
Leukemia,63,Switzerland,8.2,6.948163611386342
Liver cancer,14,Switzerland,5.4,1.5440363580858538
Lung cancer,14,Switzerland,24.1,1.5440363580858538
Mesothelioma,18,Switzerland,1.1,1.9851896032532406
Mouth cancer,0,Switzerland,3.8,0.0
Multiple myeloma,22,Switzerland,3.2,2.426342848420627
Non-Hodgkin lymphoma,31,Switzerland,9.8,3.4189376500472477
Ovarian cancer,20,Switzerland,6.8,2.2057662258369337
Pancreatic cancer,21,Switzerland,8.5,2.3160545371287804
Penile cancer,0,Switzerland,0.46,0.0
Prostate cancer,79,Switzerland,69.1,8.712776592055889
Rectal cancer,23,Switzerland,9.2,2.5366311597124738
Salivary gland cancer,0,Switzerland,0.49,0.0
Skin cancer,99,Switzerland,50.9,10.918542817892822
Stomach cancer,5,Switzerland,5.1,0.5514415564592334
Testicular cancer,1,Switzerland,10.3,0.1102883112918467
Throat cancer,0,Switzerland,3.31,0.0
Thyroid cancer,8,Switzerland,7.0,0.8823064903347736
Uterine cancer,4,Switzerland,11.8,0.4411532451673868
Vaginal cancer,0,Switzerland,0.24,0.0
Vulvar cancer,0,Switzerland,0.97,0.0
Anal cancer,0,Cambodia,0.29,0.0
Bladder cancer,0,Cambodia,2.0,0.0
Brain cancer,0,Cambodia,3.8,0.0
Breast cancer,0,Cambodia,25.1,0.0
Cervical cancer,0,Cambodia,15.2,0.0
Colon cancer,0,Cambodia,7.0,0.0
Colorectal cancer,0,Cambodia,12.6,0.0
Esophageal cancer,0,Cambodia,2.9,0.0
Gallbladder cancer,0,Cambodia,1.2,0.0
Hodgkin lymphoma,0,Cambodia,0.45,0.0
Kaposi sarcoma,0,Cambodia,0.01,0.0
Kidney cancer,0,Cambodia,1.3,0.0
Laryngeal cancer,0,Cambodia,1.3,0.0
Leukemia,0,Cambodia,4.7,0.0
Liver cancer,0,Cambodia,25.1,0.0
Lung cancer,0,Cambodia,15.7,0.0
Mesothelioma,0,Cambodia,0.01,0.0
Mouth cancer,0,Cambodia,3.9,0.0
Multiple myeloma,0,Cambodia,1.0,0.0
Non-Hodgkin lymphoma,0,Cambodia,4.3,0.0
Ovarian cancer,0,Cambodia,5.6,0.0
Pancreatic cancer,0,Cambodia,1.4,0.0
Penile cancer,0,Cambodia,1.5,0.0
Prostate cancer,0,Cambodia,5.2,0.0
Rectal cancer,0,Cambodia,5.3,0.0
Salivary gland cancer,0,Cambodia,0.56,0.0
Skin cancer,0,Cambodia,2.51,0.0
Stomach cancer,0,Cambodia,4.1,0.0
Testicular cancer,0,Cambodia,0.89,0.0
Throat cancer,0,Cambodia,3.56,0.0
Thyroid cancer,0,Cambodia,4.7,0.0
Uterine cancer,0,Cambodia,3.1,0.0
Vaginal cancer,0,Cambodia,0.12,0.0
Vulvar cancer,0,Cambodia,0.5,0.0
Anal cancer,4,Spain,0.6,0.08110966292061013
Bladder cancer,71,Spain,19.3,1.4396965168408298
Brain cancer,39,Spain,5.4,0.7908192134759487
Breast cancer,474,Spain,81.0,9.6114950560923
Cervical cancer,30,Spain,5.4,0.6083224719045759
Colon cancer,34,Spain,21.4,0.6894321348251861
Colorectal cancer,268,Spain,33.8,5.434347415680878
Esophageal cancer,8,Spain,2.1,0.16221932584122026
Gallbladder cancer,0,Spain,0.49,0.0
Hodgkin lymphoma,18,Spain,2.3,0.36499348314274555
Kaposi sarcoma,2,Spain,0.38,0.040554831460305064
Kidney cancer,23,Spain,8.8,0.46638056179350823
Laryngeal cancer,16,Spain,3.1,0.3244386516824405
Leukemia,189,Spain,6.6,3.8324315729988285
Liver cancer,53,Spain,6.0,1.074703033698084
Lung cancer,53,Spain,27.8,1.074703033698084
Mesothelioma,6,Spain,0.54,0.12166449438091519
Mouth cancer,0,Spain,3.6,0.0
Multiple myeloma,137,Spain,2.7,2.778005955030897
Non-Hodgkin lymphoma,71,Spain,9.6,1.4396965168408298
Ovarian cancer,61,Spain,7.6,1.2369223595393044
Pancreatic cancer,37,Spain,7.5,0.7502643820156437
Penile cancer,0,Spain,0.85,0.0
Prostate cancer,117,Spain,66.5,2.372457640427846
Rectal cancer,72,Spain,11.8,1.4599739325709822
Salivary gland cancer,1,Spain,0.49,0.020277415730152532
Skin cancer,59,Spain,16.0,1.1963675280789994
Stomach cancer,14,Spain,6.0,0.28388382022213543
Testicular cancer,1,Spain,7.0,0.020277415730152532
Throat cancer,0,Spain,2.44,0.0
Thyroid cancer,9,Spain,8.3,0.18249674157137277
Uterine cancer,18,Spain,12.9,0.36499348314274555
Vaginal cancer,0,Spain,0.26,0.0
Vulvar cancer,0,Spain,1.3,0.0
Anal cancer,0,Reunion,0.66,0.0
Bladder cancer,0,Reunion,4.8,0.0
Brain cancer,0,Reunion,3.4,0.0
Breast cancer,0,Reunion,55.9,0.0
Cervical cancer,0,Reunion,11.0,0.0
Colon cancer,0,Reunion,12.7,0.0
Colorectal cancer,0,Reunion,20.7,0.0
Esophageal cancer,0,Reunion,3.8,0.0
Gallbladder cancer,0,Reunion,1.4,0.0
Hodgkin lymphoma,0,Reunion,1.3,0.0
Kaposi sarcoma,0,Reunion,0.0,0.0
Kidney cancer,0,Reunion,3.8,0.0
Laryngeal cancer,0,Reunion,2.8,0.0
Leukemia,0,Reunion,6.8,0.0
Liver cancer,0,Reunion,6.6,0.0
Lung cancer,0,Reunion,21.8,0.0
Mesothelioma,0,Reunion,0.07,0.0
Mouth cancer,0,Reunion,5.0,0.0
Multiple myeloma,0,Reunion,2.7,0.0
Non-Hodgkin lymphoma,0,Reunion,5.6,0.0
Ovarian cancer,0,Reunion,5.5,0.0
Pancreatic cancer,0,Reunion,6.0,0.0
Penile cancer,0,Reunion,0.81,0.0
Prostate cancer,0,Reunion,59.6,0.0
Rectal cancer,0,Reunion,7.4,0.0
Salivary gland cancer,0,Reunion,0.0,0.0
Skin cancer,1,Reunion,3.14,1.1158534884369682
Stomach cancer,0,Reunion,9.8,0.0
Testicular cancer,0,Reunion,2.4,0.0
Throat cancer,0,Reunion,5.68,0.0
Thyroid cancer,0,Reunion,3.3,0.0
Uterine cancer,0,Reunion,5.6,0.0
Vaginal cancer,0,Reunion,0.0,0.0
Vulvar cancer,0,Reunion,0.99,0.0
Anal cancer,0,Thailand,0.27,0.0
Bladder cancer,1,Thailand,3.4,0.015183806045705685
Brain cancer,0,Thailand,2.8,0.0
Breast cancer,25,Thailand,37.4,0.37959515114264214
Cervical cancer,41,Thailand,14.9,0.6225360478739331
Colon cancer,2,Thailand,8.4,0.03036761209141137
Colorectal cancer,22,Thailand,15.9,0.3340437330055251
Esophageal cancer,8,Thailand,2.7,0.12147044836564548
Gallbladder cancer,0,Thailand,1.4,0.0
Hodgkin lymphoma,0,Thailand,0.4,0.0
Kaposi sarcoma,0,Thailand,0.08,0.0
Kidney cancer,1,Thailand,1.7,0.015183806045705685
Laryngeal cancer,1,Thailand,1.3,0.015183806045705685
Leukemia,17,Thailand,5.1,0.2581247027769967
Liver cancer,16,Thailand,22.7,0.24294089673129096
Lung cancer,16,Thailand,18.1,0.24294089673129096
Mesothelioma,0,Thailand,0.03,0.0
Mouth cancer,0,Thailand,3.6,0.0
Multiple myeloma,1,Thailand,1.1,0.015183806045705685
Non-Hodgkin lymphoma,0,Thailand,5.9,0.0
Ovarian cancer,7,Thailand,7.4,0.1062866423199398
Pancreatic cancer,1,Thailand,2.5,0.015183806045705685
Penile cancer,0,Thailand,1.2,0.0
Prostate cancer,2,Thailand,12.5,0.03036761209141137
Rectal cancer,5,Thailand,7.2,0.07591903022852843
Salivary gland cancer,0,Thailand,0.5,0.0
Skin cancer,1,Thailand,2.79,0.015183806045705685
Stomach cancer,1,Thailand,3.3,0.015183806045705685
Testicular cancer,0,Thailand,0.63,0.0
Throat cancer,0,Thailand,3.75,0.0
Thyroid cancer,2,Thailand,3.4,0.03036761209141137
Uterine cancer,4,Thailand,6.9,0.06073522418282274
Vaginal cancer,0,Thailand,0.26,0.0
Vulvar cancer,0,Thailand,0.37,0.0
Anal cancer,0,United Arab Emirates,0.21,0.0
Bladder cancer,0,United Arab Emirates,6.1,0.0
Brain cancer,0,United Arab Emirates,2.1,0.0
Breast cancer,2,United Arab Emirates,57.1,0.1872912405010565
Cervical cancer,0,United Arab Emirates,5.7,0.0
Colon cancer,1,United Arab Emirates,7.2,0.09364562025052825
Colorectal cancer,1,United Arab Emirates,11.5,0.09364562025052825
Esophageal cancer,0,United Arab Emirates,0.97,0.0
Gallbladder cancer,0,United Arab Emirates,0.39,0.0
Hodgkin lymphoma,0,United Arab Emirates,1.4,0.0
Kaposi sarcoma,0,United Arab Emirates,0.11,0.0
Kidney cancer,0,United Arab Emirates,2.7,0.0
Laryngeal cancer,0,United Arab Emirates,1.4,0.0
Leukemia,4,United Arab Emirates,5.6,0.374582481002113
Liver cancer,0,United Arab Emirates,2.7,0.0
Lung cancer,0,United Arab Emirates,6.2,0.0
Mesothelioma,0,United Arab Emirates,0.22,0.0
Mouth cancer,0,United Arab Emirates,1.8,0.0
Multiple myeloma,1,United Arab Emirates,1.5,0.09364562025052825
Non-Hodgkin lymphoma,0,United Arab Emirates,4.0,0.0
Ovarian cancer,1,United Arab Emirates,5.4,0.09364562025052825
Pancreatic cancer,0,United Arab Emirates,2.4,0.0
Penile cancer,0,United Arab Emirates,0.11,0.0
Prostate cancer,0,United Arab Emirates,13.8,0.0
Rectal cancer,0,United Arab Emirates,4.1,0.0
Salivary gland cancer,0,United Arab Emirates,0.15,0.0
Skin cancer,0,United Arab Emirates,2.15,0.0
Stomach cancer,0,United Arab Emirates,3.9,0.0
Testicular cancer,0,United Arab Emirates,0.57,0.0
Throat cancer,0,United Arab Emirates,0.7400000000000001,0.0
Thyroid cancer,0,United Arab Emirates,5.4,0.0
Uterine cancer,0,United Arab Emirates,10.3,0.0
Vaginal cancer,0,United Arab Emirates,0.11,0.0
Vulvar cancer,0,United Arab Emirates,0.1,0.0
Anal cancer,0,Kuwait,0.16,0.0
Bladder cancer,0,Kuwait,4.6,0.0
Brain cancer,0,Kuwait,1.8,0.0
Breast cancer,3,Kuwait,49.8,0.6145961672963546
Cervical cancer,0,Kuwait,3.1,0.0
Colon cancer,0,Kuwait,7.8,0.0
Colorectal cancer,0,Kuwait,11.2,0.0
Esophageal cancer,0,Kuwait,1.1,0.0
Gallbladder cancer,0,Kuwait,0.83,0.0
Hodgkin lymphoma,0,Kuwait,1.9,0.0
Kaposi sarcoma,0,Kuwait,0.13,0.0
Kidney cancer,0,Kuwait,2.5,0.0
Laryngeal cancer,0,Kuwait,1.4,0.0
Leukemia,0,Kuwait,6.0,0.0
Liver cancer,0,Kuwait,4.3,0.0
Lung cancer,0,Kuwait,6.4,0.0
Mesothelioma,0,Kuwait,0.48,0.0
Mouth cancer,0,Kuwait,1.5,0.0
Multiple myeloma,0,Kuwait,1.8,0.0
Non-Hodgkin lymphoma,0,Kuwait,6.2,0.0
Ovarian cancer,0,Kuwait,5.5,0.0
Pancreatic cancer,0,Kuwait,3.3,0.0
Penile cancer,0,Kuwait,0.0,0.0
Prostate cancer,0,Kuwait,16.6,0.0
Rectal cancer,0,Kuwait,3.3,0.0
Salivary gland cancer,0,Kuwait,0.34,0.0
Skin cancer,0,Kuwait,0.73,0.0
Stomach cancer,0,Kuwait,2.5,0.0
Testicular cancer,0,Kuwait,0.63,0.0
Throat cancer,0,Kuwait,1.28,0.0
Thyroid cancer,1,Kuwait,4.8,0.20486538909878485
Uterine cancer,2,Kuwait,8.5,0.4097307781975697
Vaginal cancer,0,Kuwait,0.0,0.0
Vulvar cancer,0,Kuwait,0.12,0.0
Anal cancer,0,Palestine,0.11,0.0
Bladder cancer,0,Palestine,6.6,0.0
Brain cancer,0,Palestine,3.6,0.0
Breast cancer,0,Palestine,46.3,0.0
Cervical cancer,0,Palestine,3.1,0.0
Colon cancer,0,Palestine,12.2,0.0
Colorectal cancer,0,Palestine,18.3,0.0
Esophageal cancer,0,Palestine,0.7,0.0
Gallbladder cancer,0,Palestine,1.6,0.0
Hodgkin lymphoma,0,Palestine,2.0,0.0
Kaposi sarcoma,0,Palestine,0.26,0.0
Kidney cancer,0,Palestine,3.3,0.0
Laryngeal cancer,0,Palestine,2.6,0.0
Leukemia,0,Palestine,6.1,0.0
Liver cancer,0,Palestine,5.1,0.0
Lung cancer,0,Palestine,20.4,0.0
Mesothelioma,0,Palestine,0.15,0.0
Mouth cancer,0,Palestine,1.2,0.0
Multiple myeloma,0,Palestine,3.4,0.0
Non-Hodgkin lymphoma,0,Palestine,6.7,0.0
Ovarian cancer,0,Palestine,4.2,0.0
Pancreatic cancer,0,Palestine,4.6,0.0
Penile cancer,0,Palestine,0.0,0.0
Prostate cancer,0,Palestine,17.5,0.0
Rectal cancer,0,Palestine,6.0,0.0
Salivary gland cancer,0,Palestine,0.42,0.0
Skin cancer,0,Palestine,2.14,0.0
Stomach cancer,0,Palestine,5.0,0.0
Testicular cancer,0,Palestine,1.6,0.0
Throat cancer,0,Palestine,0.76,0.0
Thyroid cancer,0,Palestine,4.9,0.0
