Cancer,Articles,Country,ASR,Norm_articles
Vaginal cancer,1,Ethiopia,0.59,0.008956320187658552
Vulvar cancer,2,Ethiopia,1.1,0.017912640375317104
Anal cancer,0,Libya,0.21,0.0
Bladder cancer,7,Libya,8.7,0.9384636010189034
Brain cancer,1,Libya,4.5,0.1340662287169862
Breast cancer,15,Libya,31.0,2.0109934307547928
Cervical cancer,1,Libya,8.0,0.1340662287169862
Colon cancer,2,Libya,10.4,0.2681324574339724
Colorectal cancer,9,Libya,15.9,1.2065960584528757
Esophageal cancer,0,Libya,0.89,0.0
Gallbladder cancer,0,Libya,2.2,0.0
Hodgkin lymphoma,1,Libya,1.9,0.1340662287169862
Kaposi sarcoma,0,Libya,0.28,0.0
Kidney cancer,1,Libya,3.4,0.1340662287169862
Laryngeal cancer,0,Libya,3.0,0.0
Leukemia,7,Libya,5.4,0.9384636010189034
Liver cancer,3,Libya,4.7,0.40219868615095855
Lung cancer,3,Libya,16.4,0.40219868615095855
Mesothelioma,0,Libya,0.13,0.0
Mouth cancer,0,Libya,1.2,0.0
Multiple myeloma,2,Libya,1.5,0.2681324574339724
Non-Hodgkin lymphoma,2,Libya,5.3,0.2681324574339724
Ovarian cancer,4,Libya,5.3,0.5362649148679448
Pancreatic cancer,1,Libya,3.8,0.1340662287169862
Penile cancer,0,Libya,0.0,0.0
Prostate cancer,2,Libya,16.2,0.2681324574339724
Rectal cancer,0,Libya,5.3,0.0
Salivary gland cancer,0,Libya,0.27,0.0
Skin cancer,3,Libya,1.6,0.40219868615095855
Stomach cancer,1,Libya,3.8,0.1340662287169862
Testicular cancer,0,Libya,0.61,0.0
Throat cancer,0,Libya,2.26,0.0
Thyroid cancer,1,Libya,3.2,0.1340662287169862
Uterine cancer,1,Libya,2.0,0.1340662287169862
Vaginal cancer,0,Libya,0.28,0.0
Vulvar cancer,0,Libya,0.45,0.0
Anal cancer,0,Ecuador,0.66,0.0
Bladder cancer,2,Ecuador,3.2,0.1104748984459496
Brain cancer,13,Ecuador,3.6,0.7180868398986724
Breast cancer,25,Ecuador,39.5,1.38093623057437
Cervical cancer,19,Ecuador,17.7,1.0495115352365212
Colon cancer,5,Ecuador,8.6,0.276187246114874
Colorectal cancer,8,Ecuador,12.4,0.4418995937837984
Esophageal cancer,2,Ecuador,0.87,0.1104748984459496
Gallbladder cancer,0,Ecuador,1.1,0.0
Hodgkin lymphoma,1,Ecuador,1.2,0.0552374492229748
Kaposi sarcoma,1,Ecuador,0.34,0.0552374492229748
Kidney cancer,1,Ecuador,3.1,0.0552374492229748
Laryngeal cancer,1,Ecuador,0.75,0.0552374492229748
Leukemia,22,Ecuador,6.5,1.2152238829054456
Liver cancer,6,Ecuador,5.2,0.3314246953378488
Lung cancer,8,Ecuador,6.3,0.4418995937837984
Mesothelioma,0,Ecuador,0.13,0.0
Mouth cancer,0,Ecuador,1.2,0.0
Multiple myeloma,3,Ecuador,1.4,0.1657123476689244
Non-Hodgkin lymphoma,5,Ecuador,7.4,0.276187246114874
Ovarian cancer,4,Ecuador,5.1,0.2209497968918992
Pancreatic cancer,2,Ecuador,3.7,0.1104748984459496
Penile cancer,0,Ecuador,1.4,0.0
Prostate cancer,13,Ecuador,35.0,0.7180868398986724
Rectal cancer,2,Ecuador,3.1,0.1104748984459496
Salivary gland cancer,0,Ecuador,0.39,0.0
Skin cancer,11,Ecuador,8.1,0.6076119414527228
Stomach cancer,2,Ecuador,12.8,0.1104748984459496
Testicular cancer,2,Ecuador,3.8,0.1104748984459496
Throat cancer,0,Ecuador,0.68,0.0
Thyroid cancer,23,Ecuador,6.7,1.2704613321284204
Uterine cancer,6,Ecuador,8.0,0.3314246953378488
Vaginal cancer,0,Ecuador,0.28,0.0
Vulvar cancer,0,Ecuador,0.66,0.0
Anal cancer,0,Albania,0.24,0.0
Bladder cancer,0,Albania,8.2,0.0
Brain cancer,4,Albania,7.0,1.6925385285239287
Breast cancer,7,Albania,51.1,2.961942424916875
Cervical cancer,3,Albania,8.7,1.2694038963929466
Colon cancer,1,Albania,4.9,0.4231346321309822
Colorectal cancer,2,Albania,10.2,0.8462692642619644
Esophageal cancer,0,Albania,1.3,0.0
Gallbladder cancer,0,Albania,0.79,0.0
Hodgkin lymphoma,0,Albania,1.9,0.0
Kaposi sarcoma,0,Albania,0.07,0.0
Kidney cancer,0,Albania,3.5,0.0
Laryngeal cancer,0,Albania,3.3,0.0
Leukemia,1,Albania,7.4,0.4231346321309822
Liver cancer,0,Albania,3.2,0.0
Lung cancer,0,Albania,25.3,0.0
Mesothelioma,1,Albania,0.64,0.4231346321309822
Mouth cancer,0,Albania,1.7,0.0
Multiple myeloma,1,Albania,1.5,0.4231346321309822
Non-Hodgkin lymphoma,0,Albania,2.3,0.0
Ovarian cancer,1,Albania,8.8,0.4231346321309822
Pancreatic cancer,2,Albania,5.3,0.8462692642619644
Penile cancer,0,Albania,0.51,0.0
Prostate cancer,2,Albania,12.2,0.8462692642619644
Rectal cancer,0,Albania,5.0,0.0
Salivary gland cancer,0,Albania,0.33,0.0
Skin cancer,1,Albania,7.4,0.4231346321309822
Stomach cancer,1,Albania,12.6,0.4231346321309822
Testicular cancer,0,Albania,3.3,0.0
Throat cancer,0,Albania,1.6,0.0
Thyroid cancer,3,Albania,1.1,1.2694038963929466
Uterine cancer,0,Albania,9.7,0.0
Vaginal cancer,0,Albania,0.62,0.0
Vulvar cancer,0,Albania,1.0,0.0
Anal cancer,0,Uzbekistan,0.76,0.0
Bladder cancer,1,Uzbekistan,2.6,0.02641331159059959
Brain cancer,4,Uzbekistan,4.9,0.10565324636239835
Breast cancer,6,Uzbekistan,27.8,0.15847986954359752
Cervical cancer,1,Uzbekistan,14.8,0.02641331159059959
Colon cancer,0,Uzbekistan,4.1,0.0
Colorectal cancer,1,Uzbekistan,9.0,0.02641331159059959
Esophageal cancer,2,Uzbekistan,5.0,0.05282662318119918
Gallbladder cancer,0,Uzbekistan,0.28,0.0
Hodgkin lymphoma,0,Uzbekistan,1.4,0.0
Kaposi sarcoma,0,Uzbekistan,0.16,0.0
Kidney cancer,0,Uzbekistan,2.4,0.0
Laryngeal cancer,0,Uzbekistan,0.48,0.0
Leukemia,4,Uzbekistan,4.4,0.10565324636239835
Liver cancer,2,Uzbekistan,5.4,0.05282662318119918
Lung cancer,2,Uzbekistan,8.4,0.05282662318119918
Mesothelioma,0,Uzbekistan,0.16,0.0
Mouth cancer,0,Uzbekistan,3.2,0.0
Multiple myeloma,1,Uzbekistan,0.12,0.02641331159059959
Non-Hodgkin lymphoma,2,Uzbekistan,1.8,0.05282662318119918
Ovarian cancer,0,Uzbekistan,4.8,0.0
Pancreatic cancer,0,Uzbekistan,3.7,0.0
Penile cancer,0,Uzbekistan,0.08,0.0
Prostate cancer,4,Uzbekistan,10.3,0.10565324636239835
Rectal cancer,0,Uzbekistan,4.2,0.0
Salivary gland cancer,0,Uzbekistan,0.41,0.0
Skin cancer,5,Uzbekistan,1.98,0.13206655795299793
Stomach cancer,0,Uzbekistan,10.2,0.0
Testicular cancer,1,Uzbekistan,1.7,0.02641331159059959
Throat cancer,0,Uzbekistan,1.76,0.0
Thyroid cancer,1,Uzbekistan,1.2,0.02641331159059959
Uterine cancer,0,Uzbekistan,5.3,0.0
Vaginal cancer,0,Uzbekistan,0.26,0.0
Vulvar cancer,0,Uzbekistan,0.47,0.0
Anal cancer,0,Djibouti,0.0,0.0
Bladder cancer,0,Djibouti,2.1,0.0
Brain cancer,0,Djibouti,0.6,0.0
Breast cancer,0,Djibouti,38.1,0.0
Cervical cancer,0,Djibouti,16.5,0.0
Colon cancer,0,Djibouti,3.5,0.0
Colorectal cancer,0,Djibouti,6.4,0.0
Esophageal cancer,1,Djibouti,2.5,0.9373749190342414
Gallbladder cancer,0,Djibouti,0.54,0.0
Hodgkin lymphoma,0,Djibouti,0.29,0.0
Kaposi sarcoma,0,Djibouti,0.0,0.0
Kidney cancer,0,Djibouti,1.9,0.0
Laryngeal cancer,0,Djibouti,0.75,0.0
Leukemia,0,Djibouti,4.3,0.0
Liver cancer,0,Djibouti,3.5,0.0
Lung cancer,0,Djibouti,3.1,0.0
Mesothelioma,0,Djibouti,0.0,0.0
Mouth cancer,0,Djibouti,1.6,0.0
Multiple myeloma,0,Djibouti,0.3,0.0
Non-Hodgkin lymphoma,0,Djibouti,5.0,0.0
Ovarian cancer,0,Djibouti,6.5,0.0
Pancreatic cancer,0,Djibouti,1.4,0.0
Penile cancer,0,Djibouti,0.0,0.0
Prostate cancer,0,Djibouti,11.1,0.0
Rectal cancer,0,Djibouti,2.9,0.0
Salivary gland cancer,0,Djibouti,0.0,0.0
Skin cancer,0,Djibouti,2.0,0.0
Stomach cancer,0,Djibouti,2.9,0.0
Testicular cancer,0,Djibouti,0.0,0.0
Throat cancer,0,Djibouti,0.69,0.0
Thyroid cancer,0,Djibouti,3.0,0.0
Uterine cancer,0,Djibouti,2.5,0.0
Vaginal cancer,0,Djibouti,0.22,0.0
Vulvar cancer,0,Djibouti,0.86,0.0
Anal cancer,0,Niger,0.87,0.0
Bladder cancer,2,Niger,2.5,0.07601084735600448
Brain cancer,0,Niger,0.82,0.0
Breast cancer,4,Niger,29.5,0.15202169471200896
Cervical cancer,1,Niger,9.3,0.03800542367800224
Colon cancer,0,Niger,3.3,0.0
Colorectal cancer,0,Niger,5.9,0.0
Esophageal cancer,0,Niger,0.95,0.0
Gallbladder cancer,0,Niger,0.23,0.0
Hodgkin lymphoma,0,Niger,0.12,0.0
Kaposi sarcoma,0,Niger,0.13,0.0
Kidney cancer,0,Niger,1.5,0.0
Laryngeal cancer,0,Niger,0.59,0.0
Leukemia,0,Niger,2.2,0.0
Liver cancer,1,Niger,9.8,0.03800542367800224
Lung cancer,1,Niger,0.95,0.03800542367800224
Mesothelioma,0,Niger,0.01,0.0
Mouth cancer,0,Niger,1.5,0.0
Multiple myeloma,1,Niger,0.1,0.03800542367800224
Non-Hodgkin lymphoma,0,Niger,1.8,0.0
Ovarian cancer,0,Niger,7.7,0.0
Pancreatic cancer,0,Niger,3.4,0.0
Penile cancer,0,Niger,0.08,0.0
Prostate cancer,0,Niger,5.5,0.0
Rectal cancer,0,Niger,1.8,0.0
Salivary gland cancer,0,Niger,0.49,0.0
Skin cancer,0,Niger,2.52,0.0
Stomach cancer,0,Niger,3.1,0.0
Testicular cancer,0,Niger,0.59,0.0
Throat cancer,0,Niger,0.69,0.0
Thyroid cancer,0,Niger,1.0,0.0
Uterine cancer,0,Niger,2.5,0.0
Vaginal cancer,0,Niger,0.42,0.0
Vulvar cancer,0,Niger,0.24,0.0
Anal cancer,0,Guyana,0.13,0.0
Bladder cancer,0,Guyana,1.1,0.0
Brain cancer,0,Guyana,0.24,0.0
Breast cancer,1,Guyana,52.6,1.2937029011287557
Cervical cancer,4,Guyana,30.3,5.174811604515023
Colon cancer,0,Guyana,7.3,0.0
Colorectal cancer,0,Guyana,8.8,0.0
Esophageal cancer,0,Guyana,0.79,0.0
Gallbladder cancer,0,Guyana,0.48,0.0
Hodgkin lymphoma,0,Guyana,0.0,0.0
Kaposi sarcoma,0,Guyana,0.0,0.0
Kidney cancer,0,Guyana,1.9,0.0
Laryngeal cancer,0,Guyana,1.3,0.0
Leukemia,0,Guyana,4.0,0.0
Liver cancer,1,Guyana,3.5,1.2937029011287557
Lung cancer,1,Guyana,4.3,1.2937029011287557
Mesothelioma,0,Guyana,0.0,0.0
Mouth cancer,0,Guyana,1.1,0.0
Multiple myeloma,0,Guyana,0.34,0.0
Non-Hodgkin lymphoma,0,Guyana,5.9,0.0
Ovarian cancer,0,Guyana,4.5,0.0
Pancreatic cancer,0,Guyana,2.0,0.0
Penile cancer,0,Guyana,0.99,0.0
Prostate cancer,0,Guyana,61.9,0.0
Rectal cancer,0,Guyana,1.3,0.0
Salivary gland cancer,0,Guyana,0.08,0.0
Skin cancer,1,Guyana,0.21,1.2937029011287557
Stomach cancer,1,Guyana,4.5,1.2937029011287557
Testicular cancer,0,Guyana,0.28,0.0
Throat cancer,0,Guyana,0.6,0.0
Thyroid cancer,0,Guyana,0.85,0.0
Uterine cancer,0,Guyana,7.0,0.0
Vaginal cancer,0,Guyana,0.0,0.0
Vulvar cancer,0,Guyana,0.67,0.0
Anal cancer,1,Tunisia,0.52,0.08352705345205201
Bladder cancer,64,Tunisia,8.9,5.345731420931329
Brain cancer,93,Tunisia,3.3,7.768015971040836
Breast cancer,381,Tunisia,36.2,31.823807365231815
Cervical cancer,54,Tunisia,5.3,4.510460886410808
Colon cancer,64,Tunisia,6.6,5.345731420931329
Colorectal cancer,141,Tunisia,11.9,11.777314536739333
Esophageal cancer,4,Tunisia,0.7,0.33410821380820804
Gallbladder cancer,12,Tunisia,1.1,1.002324641424624
Hodgkin lymphoma,28,Tunisia,2.0,2.3387574966574562
Kaposi sarcoma,9,Tunisia,0.41,0.751743481068468
Kidney cancer,38,Tunisia,2.2,3.174028031177976
Laryngeal cancer,9,Tunisia,3.1,0.751743481068468
Leukemia,181,Tunisia,5.3,15.118396674821414
Liver cancer,41,Tunisia,4.1,3.4246091915341323
Lung cancer,59,Tunisia,20.1,4.928096153671068
Mesothelioma,15,Tunisia,0.15,1.2529058017807801
Mouth cancer,0,Tunisia,1.8,0.0
Multiple myeloma,64,Tunisia,1.4,5.345731420931329
Non-Hodgkin lymphoma,31,Tunisia,5.8,2.589338657013612
Ovarian cancer,60,Tunisia,4.6,5.011623207123121
Pancreatic cancer,12,Tunisia,3.3,1.002324641424624
Penile cancer,1,Tunisia,0.12,0.08352705345205201
Prostate cancer,55,Tunisia,16.8,4.593987939862861
Rectal cancer,22,Tunisia,4.8,1.837595175945144
Salivary gland cancer,2,Tunisia,0.28,0.16705410690410402
Skin cancer,104,Tunisia,3.49,8.686813559013409
Stomach cancer,21,Tunisia,3.5,1.754068122493092
Testicular cancer,5,Tunisia,0.68,0.41763526726026
Throat cancer,0,Tunisia,3.45,0.0
Thyroid cancer,36,Tunisia,2.5,3.006973924273872
Uterine cancer,14,Tunisia,4.0,1.1693787483287281
Vaginal cancer,2,Tunisia,0.19,0.16705410690410402
Vulvar cancer,6,Tunisia,0.54,0.501162320712312
Anal cancer,0,Bangladesh,0.24,0.0
Bladder cancer,16,Bangladesh,1.1,0.09421246303581374
Brain cancer,34,Bangladesh,0.81,0.20020148395110418
Breast cancer,183,Bangladesh,15.2,1.0775550459721195
Cervical cancer,114,Bangladesh,11.3,0.6712637991301729
Colon cancer,25,Bangladesh,1.7,0.14720697349345896
Colorectal cancer,48,Bangladesh,3.6,0.2826373891074412
Esophageal cancer,2,Bangladesh,16.0,0.011776557879476717
Gallbladder cancer,2,Bangladesh,5.3,0.011776557879476717
Hodgkin lymphoma,9,Bangladesh,0.31,0.05299451045764522
Kaposi sarcoma,0,Bangladesh,0.0,0.0
Kidney cancer,15,Bangladesh,0.95,0.08832418409607537
Laryngeal cancer,1,Bangladesh,3.9,0.005888278939738359
Leukemia,59,Bangladesh,1.8,0.3474084574445631
Liver cancer,33,Bangladesh,2.1,0.1943132050113658
Lung cancer,46,Bangladesh,8.8,0.2708608312279645
Mesothelioma,2,Bangladesh,0.01,0.011776557879476717
Mouth cancer,0,Bangladesh,10.3,0.0
Multiple myeloma,9,Bangladesh,0.5,0.05299451045764522
Non-Hodgkin lymphoma,12,Bangladesh,2.0,0.0706593472768603
Ovarian cancer,24,Bangladesh,3.3,0.1413186945537206
Pancreatic cancer,19,Bangladesh,0.88,0.11187729985502881
Penile cancer,0,Bangladesh,0.83,0.0
Prostate cancer,33,Bangladesh,3.2,0.1943132050113658
Rectal cancer,9,Bangladesh,1.6,0.05299451045764522
Salivary gland cancer,0,Bangladesh,0.53,0.0
Skin cancer,39,Bangladesh,1.02,0.22964287864979596
Stomach cancer,11,Bangladesh,5.5,0.06477106833712194
Testicular cancer,1,Bangladesh,0.43,0.005888278939738359
Throat cancer,0,Bangladesh,8.91,0.0
Thyroid cancer,11,Bangladesh,0.99,0.06477106833712194
Uterine cancer,3,Bangladesh,1.2,0.017664836819215074
Vaginal cancer,1,Bangladesh,0.31,0.005888278939738359
Vulvar cancer,2,Bangladesh,0.37,0.011776557879476717
Anal cancer,0,Armenia,0.24,0.0
Bladder cancer,1,Armenia,7.0,0.32455941060011034
Brain cancer,0,Armenia,6.8,0.0
Breast cancer,16,Armenia,39.6,5.1929505696017655
Cervical cancer,8,Armenia,6.8,2.5964752848008827
Colon cancer,3,Armenia,16.8,0.9736782318003311
Colorectal cancer,3,Armenia,22.0,0.9736782318003311
Esophageal cancer,0,Armenia,1.2,0.0
Gallbladder cancer,0,Armenia,1.0,0.0
Hodgkin lymphoma,2,Armenia,1.7,0.6491188212002207
Kaposi sarcoma,1,Armenia,0.0,0.32455941060011034
Kidney cancer,0,Armenia,4.4,0.0
Laryngeal cancer,2,Armenia,2.9,0.6491188212002207
Leukemia,16,Armenia,4.4,5.1929505696017655
Liver cancer,4,Armenia,10.7,1.2982376424004414
Lung cancer,4,Armenia,29.0,1.2982376424004414
Mesothelioma,1,Armenia,0.47,0.32455941060011034
Mouth cancer,0,Armenia,1.6,0.0
Multiple myeloma,4,Armenia,0.78,1.2982376424004414
Non-Hodgkin lymphoma,0,Armenia,3.0,0.0
Ovarian cancer,4,Armenia,5.0,1.2982376424004414
Pancreatic cancer,1,Armenia,9.3,0.32455941060011034
Penile cancer,0,Armenia,0.33,0.0
Prostate cancer,1,Armenia,37.2,0.32455941060011034
Rectal cancer,2,Armenia,5.0,0.6491188212002207
Salivary gland cancer,0,Armenia,0.41,0.0
Skin cancer,6,Armenia,4.2,1.9473564636006622
Stomach cancer,3,Armenia,12.1,0.9736782318003311
Testicular cancer,0,Armenia,2.9,0.0
Throat cancer,0,Armenia,0.6699999999999999,0.0
Thyroid cancer,2,Armenia,3.8,0.6491188212002207
Uterine cancer,1,Armenia,14.4,0.32455941060011034
Vaginal cancer,0,Armenia,0.28,0.0
Vulvar cancer,0,Armenia,0.48,0.0
Anal cancer,0,Guam,0.0,0.0
Bladder cancer,0,Guam,1.8,0.0
Brain cancer,0,Guam,0.0,0.0
Breast cancer,4,Guam,44.2,26.001716113263477
Cervical cancer,3,Guam,19.0,19.501287084947606
Colon cancer,1,Guam,10.2,6.500429028315869
Colorectal cancer,4,Guam,16.0,26.001716113263477
Esophageal cancer,1,Guam,1.3,6.500429028315869
Gallbladder cancer,0,Guam,0.0,0.0
Hodgkin lymphoma,2,Guam,0.0,13.000858056631738
Kaposi sarcoma,0,Guam,0.0,0.0
Kidney cancer,0,Guam,2.0,0.0
Laryngeal cancer,0,Guam,0.82,0.0
Leukemia,5,Guam,2.3,32.50214514157934
Liver cancer,2,Guam,15.1,13.000858056631738
Lung cancer,2,Guam,31.5,13.000858056631738
Mesothelioma,1,Guam,0.0,6.500429028315869
Mouth cancer,1,Guam,2.0,6.500429028315869
Multiple myeloma,0,Guam,1.0,0.0
Non-Hodgkin lymphoma,2,Guam,4.7,13.000858056631738
Ovarian cancer,0,Guam,7.3,0.0
Pancreatic cancer,0,Guam,4.3,0.0
Penile cancer,0,Guam,0.0,0.0
Prostate cancer,3,Guam,43.7,19.501287084947606
Rectal cancer,1,Guam,5.8,6.500429028315869
Salivary gland cancer,0,Guam,0.0,0.0
Skin cancer,1,Guam,0.0,6.500429028315869
Stomach cancer,2,Guam,6.1,13.000858056631738
Testicular cancer,0,Guam,0.0,0.0
Throat cancer,0,Guam,3.44,0.0
Thyroid cancer,0,Guam,6.5,0.0
Uterine cancer,0,Guam,14.9,0.0
Vaginal cancer,0,Guam,0.0,0.0
Vulvar cancer,0,Guam,0.0,0.0
Anal cancer,0,Lesotho,0.33,0.0
Bladder cancer,0,Lesotho,1.6,0.0
Brain cancer,0,Lesotho,0.47,0.0
Breast cancer,1,Lesotho,18.9,0.4336513443191674
Cervical cancer,2,Lesotho,60.5,0.8673026886383348
Colon cancer,0,Lesotho,3.4,0.0
Colorectal cancer,0,Lesotho,5.8,0.0
Esophageal cancer,0,Lesotho,7.4,0.0
Gallbladder cancer,0,Lesotho,0.0,0.0
Hodgkin lymphoma,0,Lesotho,0.35,0.0
Kaposi sarcoma,0,Lesotho,6.5,0.0
Kidney cancer,0,Lesotho,0.36,0.0
Laryngeal cancer,0,Lesotho,0.69,0.0
Leukemia,0,Lesotho,0.67,0.0
Liver cancer,0,Lesotho,3.0,0.0
Lung cancer,0,Lesotho,4.2,0.0
Mesothelioma,0,Lesotho,0.12,0.0
Mouth cancer,0,Lesotho,1.8,0.0
Multiple myeloma,0,Lesotho,0.51,0.0
Non-Hodgkin lymphoma,0,Lesotho,2.6,0.0
Ovarian cancer,0,Lesotho,2.6,0.0
Pancreatic cancer,0,Lesotho,1.2,0.0
Penile cancer,0,Lesotho,3.1,0.0
Prostate cancer,1,Lesotho,32.1,0.4336513443191674
Rectal cancer,0,Lesotho,2.1,0.0
Salivary gland cancer,0,Lesotho,0.0,0.0
Skin cancer,0,Lesotho,4.07,0.0
Stomach cancer,0,Lesotho,1.7,0.0
Testicular cancer,0,Lesotho,0.23,0.0
Throat cancer,0,Lesotho,0.43,0.0
Thyroid cancer,0,Lesotho,0.33,0.0
Uterine cancer,0,Lesotho,2.3,0.0
Vaginal cancer,0,Lesotho,0.34,0.0
Vulvar cancer,0,Lesotho,2.8,0.0
Anal cancer,0,Sudan,0.12,0.0
Bladder cancer,5,Sudan,2.2,0.09678293523285975
Brain cancer,4,Sudan,1.4,0.0774263481862878
Breast cancer,71,Sudan,39.9,1.3743176803066084
Cervical cancer,13,Sudan,8.6,0.25163563160543534
Colon cancer,7,Sudan,2.7,0.13549610932600364
Colorectal cancer,17,Sudan,5.5,0.32906197979172314
Esophageal cancer,7,Sudan,2.9,0.13549610932600364
Gallbladder cancer,1,Sudan,1.0,0.01935658704657195
Hodgkin lymphoma,2,Sudan,0.86,0.0387131740931439
Kaposi sarcoma,1,Sudan,0.28,0.01935658704657195
Kidney cancer,7,Sudan,1.9,0.13549610932600364
Laryngeal cancer,0,Sudan,1.1,0.0
Leukemia,19,Sudan,4.0,0.36777515388486703
Liver cancer,11,Sudan,4.4,0.21292245751229144
Lung cancer,12,Sudan,2.5,0.2322790445588634
Mesothelioma,0,Sudan,0.0,0.0
Mouth cancer,0,Sudan,1.9,0.0
Multiple myeloma,1,Sudan,1.1,0.01935658704657195
Non-Hodgkin lymphoma,3,Sudan,4.9,0.05806976113971585
Ovarian cancer,3,Sudan,6.4,0.05806976113971585
Pancreatic cancer,4,Sudan,1.1,0.0774263481862878
Penile cancer,0,Sudan,0.18,0.0
Prostate cancer,12,Sudan,11.9,0.2322790445588634
Rectal cancer,5,Sudan,2.7,0.09678293523285975
Salivary gland cancer,1,Sudan,0.42,0.01935658704657195
Skin cancer,3,Sudan,2.29,0.05806976113971585
Stomach cancer,0,Sudan,2.4,0.0
Testicular cancer,0,Sudan,0.66,0.0
Throat cancer,0,Sudan,2.22,0.0
Thyroid cancer,6,Sudan,2.6,0.1161395222794317
Uterine cancer,0,Sudan,2.6,0.0
Vaginal cancer,0,Sudan,0.31,0.0
Vulvar cancer,0,Sudan,1.2,0.0
Anal cancer,10,Türkiye,0.24,0.11673386490511217
Bladder cancer,725,Türkiye,11.6,8.463205205620634
Brain cancer,1348,Türkiye,6.4,15.735724989209121
Breast cancer,4967,Türkiye,46.8,57.98171069836922
Cervical cancer,671,Türkiye,4.8,7.832842335133027
Colon cancer,725,Türkiye,12.4,8.463205205620634
Colorectal cancer,1225,Türkiye,19.8,14.299898450876242
Esophageal cancer,107,Türkiye,1.2,1.2490523544847003
Gallbladder cancer,59,Türkiye,0.7,0.6887298029401618
Hodgkin lymphoma,363,Türkiye,1.9,4.237439296055572
Kaposi sarcoma,75,Türkiye,0.5,0.8755039867883413
Kidney cancer,816,Türkiye,5.3,9.525483376257153
Laryngeal cancer,221,Türkiye,3.8,2.579818414402979
Leukemia,2140,Türkiye,6.8,24.981047089694005
Liver cancer,819,Türkiye,4.7,9.560503535728687
Lung cancer,1796,Türkiye,37.9,20.965402136958147
Mesothelioma,317,Türkiye,0.82,3.700463517492056
Mouth cancer,2,Türkiye,2.1,0.023346772981022435
Multiple myeloma,514,Türkiye,2.6,6.000120656122766
Non-Hodgkin lymphoma,398,Türkiye,6.6,4.6460078232234645
Ovarian cancer,772,Türkiye,6.9,9.01185437067466
Pancreatic cancer,339,Türkiye,7.7,3.9572780202833027
Penile cancer,15,Türkiye,0.04,0.17510079735766826
Prostate cancer,1799,Türkiye,35.3,21.00042229642968
Rectal cancer,376,Türkiye,7.2,4.389193320432218
Salivary gland cancer,4,Türkiye,0.54,0.04669354596204487
Skin cancer,1263,Türkiye,9.0,14.743487137515668
Stomach cancer,235,Türkiye,11.7,2.743245825270136
Testicular cancer,143,Türkiye,3.8,1.6692942681431042
Throat cancer,1,Türkiye,1.35,0.011673386490511218
Thyroid cancer,774,Türkiye,15.6,9.035201143655682
Uterine cancer,686,Türkiye,14.3,8.007943132490695
Vaginal cancer,8,Türkiye,0.16,0.09338709192408974
Vulvar cancer,38,Türkiye,0.5,0.4435886866394263
Anal cancer,1,Tanzania,1.7,0.014672867537871111
Bladder cancer,4,Tanzania,4.1,0.058691470151484446
Brain cancer,1,Tanzania,0.46,0.014672867537871111
Breast cancer,63,Tanzania,25.1,0.92439065488588
Cervical cancer,75,Tanzania,64.8,1.1004650653403334
Colon cancer,0,Tanzania,2.5,0.0
Colorectal cancer,8,Tanzania,6.8,0.11738294030296889
Esophageal cancer,2,Tanzania,11.8,0.029345735075742223
Gallbladder cancer,0,Tanzania,0.47,0.0
Hodgkin lymphoma,5,Tanzania,1.0,0.07336433768935556
Kaposi sarcoma,4,Tanzania,3.4,0.058691470151484446
Kidney cancer,3,Tanzania,1.4,0.04401860261361333
Laryngeal cancer,0,Tanzania,0.96,0.0
Leukemia,7,Tanzania,1.5,0.10271007276509778
Liver cancer,11,Tanzania,3.4,0.16140154291658224
Lung cancer,13,Tanzania,2.5,0.19074727799232444
Mesothelioma,0,Tanzania,0.18,0.0
Mouth cancer,0,Tanzania,2.3,0.0
Multiple myeloma,5,Tanzania,0.44,0.07336433768935556
Non-Hodgkin lymphoma,4,Tanzania,3.3,0.058691470151484446
Ovarian cancer,4,Tanzania,3.8,0.058691470151484446
Pancreatic cancer,1,Tanzania,1.8,0.014672867537871111
Penile cancer,2,Tanzania,1.2,0.029345735075742223
Prostate cancer,22,Tanzania,45.4,0.32280308583316447
Rectal cancer,1,Tanzania,2.6,0.014672867537871111
Salivary gland cancer,0,Tanzania,0.68,0.0
Skin cancer,10,Tanzania,3.8,0.14672867537871112
Stomach cancer,2,Tanzania,4.2,0.029345735075742223
Testicular cancer,2,Tanzania,0.29,0.029345735075742223
Throat cancer,0,Tanzania,2.08,0.0
Thyroid cancer,2,Tanzania,1.3,0.029345735075742223
Uterine cancer,1,Tanzania,2.3,0.014672867537871111
Vaginal cancer,0,Tanzania,0.66,0.0
Vulvar cancer,0,Tanzania,1.3,0.0
Anal cancer,4,Israel,0.32,0.3952803525900745
Bladder cancer,205,Israel,13.7,20.25811807024132
Brain cancer,607,Israel,5.1,59.98379350554381
Breast cancer,2174,Israel,78.7,214.8348716327055
Cervical cancer,170,Israel,6.2,16.799414985078165
Colon cancer,485,Israel,17.4,47.92774275154653
Colorectal cancer,796,Israel,24.8,78.66079016542483
Esophageal cancer,45,Israel,1.1,4.446903966638338
Gallbladder cancer,2,Israel,0.52,0.19764017629503725
Hodgkin lymphoma,183,Israel,2.8,18.08407613099591
Kaposi sarcoma,23,Israel,0.58,2.2728620273929283
Kidney cancer,251,Israel,7.9,24.803842125027174
Laryngeal cancer,34,Israel,1.6,3.3598829970156334
Leukemia,2108,Israel,7.6,208.31274581496928
